imagen;id_pez;profundidad de cabeza;profundidad cuerpo;profundidad cola;longitud proyectada estimada (px);longitud proyectada estimada (m);longitud real estimada (m);longitud real (m);error absoluto (mm)
corrected_2.jpg;55;1.0648886163459903;1.0648886163459903;1.054649302727279;41.400483088968905;0.02111458777898774;0.023466345272728468;0.04;16.533654727271532
corrected_2.jpg;56;1.054649302727279;1.0580404580415146;1.0580404580415146;29.206163733020468;0.014799594095564961;0.015183145911132836;0.04;24.816854088867164
corrected_2.jpg;57;0.8437194421818232;0.8458883867632674;0.8480685114714202;51.73973328110612;0.020960916213921953;0.021407344819308442;0.04;18.59265518069156
corrected_2.jpg;58;1.0859755196399703;1.0824032317464178;1.0683460469185422;29.068883707497267;0.01506920873253773;0.023192226289435208;0.04;16.807773710564792
corrected_2.jpg;59;0.9428383451315502;0.9295214193528559;0.9269030491574958;46.2709412050371;0.02059874443154661;0.026043078349858854;0.04;13.956921650141146
corrected_2.jpg;60;0.988139887239973;0.988139887239973;0.9851813845835659;39.44616584663204;0.018667933302214716;0.018900911928896594;0.04;21.099088071103406
corrected_2.jpg;61;1.0580404580415146;1.054649302727279;1.0479317912449395;35.510561809129406;0.017936538208159953;0.0205889423549866;0.04;19.4110576450134
corrected_2.jpg;62;0.8636498227058031;0.8636498227058031;0.8613889592955786;43.18564576337837;0.017862824037768527;0.018005332153669742;0.04;21.99466784633026
corrected_2.jpg;63;1.0062708943452936;1.0187324534083932;1.0218962187916492;37.53664875824692;0.01831422949221534;0.02407408909901695;0.04;15.92591090098305
corrected_2.jpg;64;0.852462648836557;0.8569025584659141;0.8569025584659141;49.47726750741192;0.0203053350543946;0.02078507707919517;0.04;19.21492292080483
corrected_2.jpg;65;1.0282830701590968;1.0155882174410833;1.0124633306181878;29.5296461204668;0.0143631240044222;0.0213673463562654;0.04;18.6326536437346
corrected_2.jpg;66;1.9242724119936316;1.9242724119936316;1.9703627691671317;50.32891812864648;0.046382821359078334;0.06538873864519015;0.04;25.388738645190152
corrected_2.jpg;67;1.0788543686915115;1.0788543686915115;1.0895714650692419;40.496913462633174;0.020924628799613754;0.023509492660863312;0.04;16.490507339136688
corrected_2.jpg;68;1.0315065280592821;1.0282830701590968;1.025079696108757;33.83784863137726;0.016664352465553776;0.017860705809583773;0.04;22.13929419041623
corrected_2.jpg;69;0.852462648836557;0.852462648836557;0.8546768375348338;55.226805085936306;0.022547494659178727;0.02265595169038966;0.04;17.34404830961034
corrected_2.jpg;70;0.8502599029739303;0.8502599029739303;0.8502599029739303;47.29693436154187;0.019260063061143775;0.019260063061143775;0.04;20.739936938856225
corrected_2.jpg;71;0.8751345277949761;0.8774682198690961;0.879814391579976;67.11929677819934;0.028206669354170384;0.02859225981103361;0.04;11.407740188966391
corrected_2.jpg;72;0.9706506856959026;0.9677958307379736;0.9621362059968158;39.0;0.018076792285232988;0.01998166118894073;0.04;20.018338811059273
corrected_2.jpg;73;0.8636498227058031;0.8659225853971342;0.8682073415591319;44.9221548904324;0.018629991727813718;0.01917935269702434;0.04;20.820647302975658
corrected_2.jpg;74;0.879814391579976;0.8774682198690961;0.8751345277949761;39.20459156782532;0.016475603955941984;0.017127365552215095;0.04;22.872634447784904
corrected_2.jpg;75;1.0187324534083932;1.0124633306181878;1.0124633306181878;31.25699921617557;0.015156523548620805;0.016401893385782323;0.04;23.598106614217677
corrected_2.jpg;76;0.9793172096753304;0.9793172096753304;0.9706506856959026;27.65863337187866;0.01297260271072449;0.015601187742485936;0.04;24.398812257514063
corrected_2.jpg;77;0.852462648836557;0.852462648836557;0.8546768375348338;40.607881008493905;0.01657901409894783;0.01672621714807887;0.04;23.27378285192113
corrected_2.jpg;78;0.9621362059968158;0.964957719797393;0.9677958307379736;28.844410203711913;0.01333039326464161;0.014482083303196665;0.04;25.517916696803336
corrected_2.jpg;79;1.0032029952771677;1.0032029952771677;1.0062708943452936;28.460498941515414;0.013674276064568084;0.01401420103260358;0.04;25.98579896739642
corrected_2.jpg;80;0.9374660468686923;0.9374660468686923;0.9374660468686923;27.202941017470888;0.012213620488632506;0.012213620488632506;0.04;27.786379511367496
corrected_2.jpg;81;2.419489576844934;2.401829068984752;2.419489576844934;50.44799302251776;0.0580308596229606;0.0580308596229606;0.04;18.030859622960595
corrected_2.jpg;82;0.8705041863780715;0.8728132160501618;0.8774682198690961;33.61547262794322;0.0140518514269326;0.0156828661598797;0.04;24.317133840120302
